lead_time,no_of_special_requests,avg_price_per_room,arrival_month,Unnamed: 0,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,booking_status
7,1,66.22,2,26866,11,4,1,0,0,1
57,1,90.67,6,32813,10,3,2,1,0,1
5,2,80.3,1,21565,15,4,2,1,0,1
46,2,90.09,9,31500,11,3,4,2,0,1
29,1,67.5,11,19479,16,3,3,0,0,1
39,0,87.0,8,1924,14,3,2,0,1,1
80,0,75.0,12,23668,9,3,2,0,0,1
86,0,100.0,9,24689,9,2,3,0,0,1
23,0,55.0,12,24553,4,3,2,2,0,1
33,1,104.0,12,23614,8,4,3,0,0,1
49,0,85.0,5,33646,6,3,2,0,3,1
192,0,95.0,6,22592,24,3,2,0,0,1
20,1,77.0,2,35810,1,4,2,1,3,1
327,1,88.0,9,23690,9,3,4,2,1,1
60,1,83.3,2,28813,26,4,2,1,0,1
161,1,114.3,5,23140,22,4,1,2,0,0
114,0,114.3,8,4301,6,4,2,2,0,1
50,0,85.0,5,20754,19,3,2,0,3,1
265,1,115.0,6,15813,24,3,2,0,1,0
105,0,75.0,4,9377,6,3,1,0,0,0
12,1,109.0,6,24915,8,4,1,0,3,1
8,0,95.0,9,22320,25,3,0,2,0,1
1,0,75.0,11,10456,3,3,1,0,0,1
1,3,166.0,6,260,11,4,1,1,0,1
5,2,78.0,12,34032,21,4,1,0,3,1
234,0,80.75,8,28053,31,4,4,0,3,0
138,1,114.3,5,1091,7,4,1,0,0,1
10,1,140.0,4,19808,22,4,2,0,0,1
88,2,131.4,8,6931,19,4,1,0,0,1
93,1,73.95,3,21033,17,4,3,2,0,1
202,0,128.7,10,25324,22,4,1,2,0,0
183,0,85.5,10,26684,20,4,3,1,3,0
58,0,81.08,4,27174,24,4,1,2,0,1
97,1,76.5,4,29119,2,4,1,0,3,1
45,1,161.1,8,13463,3,4,4,0,0,1
56,0,149.4,9,16916,8,4,5,2,0,0
207,2,177.3,8,2417,7,4,0,2,0,0
37,0,95.0,10,30548,13,3,3,0,0,1
118,0,110.0,6,4676,6,3,2,1,0,1
19,1,139.0,9,2921,23,4,2,1,0,1
20,1,85.0,8,29938,29,3,0,1,0,1
40,1,73.9,1,2249,22,4,2,1,0,1
58,0,60.0,11,15419,18,3,4,0,0,1
3,0,0.0,11,5479,16,1,1,1,0,1
56,0,165.33,4,24923,18,4,3,1,0,0
40,2,113.4,10,23194,27,3,3,0,1,1
39,0,101.5,8,23409,14,3,2,0,1,1
15,1,124.0,8,9457,2,4,2,0,3,1
18,0,80.0,12,18102,11,3,0,1,0,1
188,1,112.01,9,5273,4,4,2,2,0,0
35,3,103.05,10,2459,8,4,2,0,0,1
3,0,104.0,7,13485,11,3,1,0,0,1
73,2,168.3,9,10547,6,4,2,0,0,1
26,0,120.0,6,8621,8,3,1,0,0,1
72,3,79.2,11,11158,13,4,0,2,3,1
115,1,116.1,6,33324,6,4,2,1,0,1
92,0,90.0,11,25340,11,3,1,0,0,1
82,0,85.0,9,34359,6,3,5,0,0,1
65,1,104.0,11,29217,18,4,2,1,0,1
88,0,88.0,12,24397,6,4,1,0,3,0
0,0,165.0,3,5487,21,4,3,1,0,1
233,0,100.3,6,3338,23,4,3,1,3,0
8,0,77.6,12,35642,16,4,4,0,0,1
0,0,85.0,1,34891,19,4,1,0,0,1
14,1,82.8,2,20639,3,4,3,0,0,1
57,0,80.3,3,6060,4,4,2,0,0,1
27,0,80.75,6,17776,20,3,3,1,0,1
221,0,73.0,8,4348,12,3,1,0,1,1
77,3,132.3,10,3841,7,4,2,1,0,1
37,0,77.0,3,7470,13,2,0,1,0,1
25,2,165.5,9,3691,15,4,3,1,0,1
9,0,54.9,1,22151,18,4,4,1,3,1
292,0,115.0,7,15290,21,3,2,0,1,0
99,0,86.0,2,4395,19,2,2,0,0,1
71,1,90.95,3,6205,18,4,2,2,0,1
82,1,114.3,7,19287,1,4,4,2,0,1
54,1,95.0,10,1839,29,3,1,2,0,1
51,2,207.9,9,12186,11,4,2,2,0,1
39,2,109.49,6,23109,17,4,2,0,0,1
264,1,95.4,7,21103,4,4,2,1,0,0
8,1,103.0,11,19394,14,4,1,1,0,1
152,1,62.0,2,3339,20,3,1,2,0,1
27,1,212.1,9,5212,20,4,3,0,0,0
74,0,101.5,9,25073,18,3,2,0,1,1
112,1,94.5,7,17004,17,4,2,2,3,1
48,1,125.1,9,18040,27,4,1,0,3,1
3,1,112.0,5,2628,21,3,1,1,1,1
84,2,121.5,7,35009,15,4,2,0,0,1
36,0,109.8,8,20032,30,4,4,0,0,0
39,2,203.85,8,14700,13,4,3,2,1,1
18,2,88.0,11,16784,25,4,2,0,3,1
12,1,90.07,11,10903,10,4,3,2,0,1
159,2,130.05,7,28525,23,4,3,2,0,0
52,0,82.08,11,1999,14,4,3,1,0,1
169,0,90.9,10,25480,25,4,4,0,0,0
69,0,105.3,4,3881,27,4,2,0,0,0
65,1,88.0,11,26044,13,4,5,2,3,1
63,0,80.3,3,14434,5,4,1,2,0,1
2,0,89.0,3,15710,30,4,1,0,3,1
273,0,109.0,7,36086,17,3,2,0,1,0
65,1,82.13,11,16965,19,4,1,2,3,0
19,0,80.0,10,20599,6,3,3,0,0,1
127,0,90.0,4,13473,28,3,3,1,0,1
243,1,95.58,6,35590,19,4,0,2,0,1
7,1,126.67,10,31194,29,4,1,2,3,0
33,0,104.96,4,18107,16,4,1,2,0,1
52,0,74.8,12,5747,4,4,2,2,3,0
41,0,110.0,9,22488,4,3,1,0,1,1
6,1,83.2,8,29024,14,4,3,2,0,1
4,1,101.0,11,18791,4,4,4,0,0,1
75,1,82.45,4,35238,1,4,3,2,0,1
2,0,94.99,8,3465,10,4,2,0,3,1
29,0,139.0,10,33109,21,4,2,0,0,0
2,2,122.0,8,10897,17,4,3,1,0,1
34,0,224.67,9,10363,23,3,3,0,1,0
8,2,114.0,12,32351,12,4,0,1,0,1
213,0,130.0,6,23454,7,3,3,0,0,0
52,2,79.2,12,754,7,4,3,0,3,1
66,1,119.85,5,443,11,4,4,0,0,1
122,0,85.0,4,35855,15,3,2,0,0,1
13,0,65.0,6,30906,14,2,3,0,0,1
2,1,101.0,3,972,2,4,3,0,0,1
156,1,80.75,7,16760,1,4,2,2,3,1
4,3,88.0,11,11652,2,2,2,0,0,1
3,1,67.0,10,33129,23,2,0,2,0,1
2,0,75.0,12,825,11,3,1,0,0,1
100,0,108.0,10,17088,16,3,1,0,1,0
44,0,150.3,7,29966,1,4,2,0,0,0
37,2,103.35,6,22897,22,4,1,0,0,1
192,0,95.0,6,12204,24,3,2,0,0,1
10,0,90.0,10,19039,9,3,0,2,0,1
27,0,90.25,9,13142,3,4,3,1,0,1
86,2,119.0,12,27892,24,4,3,2,0,1
1,0,67.5,1,14030,8,4,2,0,3,1
124,0,94.5,8,29013,8,3,1,2,1,0
83,0,78.3,3,24220,12,4,1,2,0,1
21,1,88.4,11,10529,13,4,4,2,0,1
418,0,107.0,9,16326,26,3,2,1,1,0
245,0,75.0,6,34913,17,3,2,0,0,0
23,1,133.55,12,16191,30,4,2,2,0,1
161,2,145.85,8,3442,14,4,3,2,0,0
103,0,115.0,4,21930,19,3,2,0,0,0
81,0,106.95,8,6820,28,4,4,2,0,1
7,1,129.0,9,25585,20,4,1,0,3,0
151,0,80.0,1,35235,19,3,3,0,0,1
167,1,119.7,5,2337,20,4,2,1,0,0
4,1,100.08,7,8638,6,4,1,0,3,1
21,0,231.0,8,21256,22,4,3,1,0,0
26,1,169.0,9,3066,19,4,3,1,0,1
70,0,85.0,10,7982,22,3,1,0,0,1
60,0,63.75,3,34862,5,4,6,2,0,0
56,3,94.5,10,27460,21,4,3,0,0,1
11,0,100.0,10,13813,11,2,3,2,0,1
53,0,101.1,6,12993,27,4,2,1,3,0
81,0,168.3,9,20293,8,4,3,0,0,0
77,1,198.9,5,15719,31,4,4,0,0,1
88,0,112.2,10,29235,5,3,1,1,1,1
44,0,77.76,11,30492,3,4,2,0,0,1
181,0,120.0,10,18907,11,3,2,0,0,0
30,0,121.0,9,16318,30,3,2,0,1,1
3,0,139.0,8,33798,6,4,1,0,3,0
75,0,105.0,10,36116,30,3,0,2,1,0
38,1,118.0,12,1934,31,3,3,0,0,1
35,1,150.3,12,4694,28,4,0,1,3,1
95,2,111.31,9,7741,26,4,2,1,0,1
39,0,114.8,1,5526,9,3,1,2,1,1
18,3,187.0,7,32918,1,4,2,1,0,1
44,1,152.1,8,19188,17,4,4,0,0,1
110,1,108.0,10,8272,12,4,1,0,3,0
91,0,102.06,10,32369,17,4,2,1,0,0
11,0,141.0,5,31997,7,4,1,0,0,0
74,0,109.0,9,30163,18,3,2,0,1,1
58,2,189.0,4,3766,5,4,3,0,1,1
62,2,173.25,7,30938,23,4,1,1,1,1
2,1,249.0,9,31277,2,4,1,0,0,1
29,1,66.18,12,27820,2,2,2,0,0,1
237,2,87.67,9,20513,22,4,3,1,0,1
3,0,80.0,3,1049,7,2,1,1,0,1
210,0,86.0,10,30626,8,3,3,1,1,0
30,0,97.02,10,13337,6,4,1,0,3,0
67,0,95.0,7,12552,26,3,1,0,1,1
57,1,90.67,6,30727,10,3,2,1,0,1
95,0,127.8,7,27495,6,4,4,0,0,0
71,1,74.8,12,13585,7,4,4,1,3,1
72,1,58.91,12,26608,23,3,9,2,0,1
3,0,65.0,7,16020,11,2,0,1,0,1
77,0,88.83,3,28376,23,4,4,0,0,0
52,3,103.7,12,10048,4,4,2,2,0,1
21,0,76.0,11,4617,5,4,2,0,0,1
120,1,76.5,7,24613,14,4,5,0,0,0
56,1,125.1,7,908,27,4,1,0,3,1
0,0,147.59,9,28372,16,4,1,0,3,1
19,2,150.43,4,34955,15,4,5,2,0,0
4,0,95.0,5,18677,23,0,2,1,0,1
86,1,95.2,4,23135,26,4,5,1,3,1
94,2,135.9,9,10033,11,4,1,2,0,1
181,0,120.0,10,7273,11,4,2,0,0,0
67,1,161.1,5,5651,12,4,3,0,1,1
91,0,114.3,7,26080,24,4,1,2,0,0
113,1,108.0,10,14866,13,4,1,0,3,0
174,0,70.0,10,757,10,4,1,1,0,0
17,0,48.0,10,24542,16,3,2,0,0,1
433,0,70.0,9,20505,8,3,3,0,0,0
3,2,122.33,5,28008,13,4,4,2,3,1
46,0,67.5,11,9393,4,3,2,0,0,1
34,0,82.8,10,12998,13,3,2,0,0,1
91,0,140.4,5,15100,13,4,2,1,0,0
6,1,69.5,1,8303,15,4,2,0,3,1
320,1,115.0,8,17670,18,3,2,0,1,0
68,1,78.3,2,1701,13,4,1,1,0,1
12,0,100.0,10,34053,12,2,3,1,0,1
71,1,75.54,10,35437,30,4,0,1,0,1
139,1,94.5,7,56,28,4,1,0,3,1
152,0,98.0,11,730,1,3,4,0,1,1
96,1,118.8,6,978,29,4,2,0,0,1
4,0,181.79,9,16979,19,2,3,1,0,1
83,1,141.1,7,30983,28,4,3,0,0,1
68,0,93.6,11,7730,25,4,2,0,0,1
0,0,142.0,9,22578,9,4,1,0,0,1
102,0,140.4,5,32624,19,4,3,0,0,1
5,1,110.0,5,8301,24,2,2,0,0,1
23,2,91.6,11,18781,18,4,2,0,0,1
418,0,107.0,9,4960,26,4,2,1,1,0
69,1,76.5,7,13829,12,4,0,2,0,0
418,0,107.0,9,23976,26,3,2,1,1,0
103,0,138.5,7,22426,18,3,1,2,1,1
166,0,110.0,11,12269,1,3,3,0,0,0
386,1,115.0,10,4364,23,4,0,2,1,0
118,0,110.0,6,23685,6,3,2,1,0,1
0,0,78.42,8,28426,19,4,2,2,3,1
22,2,187.0,6,5733,27,4,1,1,0,1
62,0,99.9,6,16888,20,4,1,1,0,0
175,1,121.5,8,25951,10,4,2,0,0,0
101,0,78.3,3,29195,15,4,3,0,0,0
14,1,136.0,10,25903,5,4,2,1,0,1
16,0,91.5,11,33657,18,4,2,2,3,0
4,1,0.0,10,14396,4,4,0,1,0,1
5,0,95.0,6,29390,14,2,1,0,0,0
57,0,45.9,3,1614,12,4,2,2,3,1
12,1,93.0,2,16292,5,4,2,0,0,1
5,0,65.0,9,15527,22,2,1,0,0,1
79,1,56.94,3,6764,12,4,5,2,0,1
2,1,81.62,4,14164,1,4,1,0,0,1
183,2,80.1,10,2366,29,4,1,2,3,0
7,0,213.0,6,14235,12,4,6,4,0,0
267,0,95.0,9,31444,30,3,2,1,0,0
69,0,120.0,6,21170,12,3,4,2,0,0
71,0,120.0,6,3996,14,3,3,0,0,1
9,0,99.0,9,7074,29,2,2,0,0,1
8,0,81.7,1,30196,10,4,6,4,0,1
55,0,104.0,4,7540,6,3,1,0,1,1
148,1,80.75,4,3679,23,4,2,2,3,1
134,0,65.0,12,22962,4,3,2,2,0,1
74,0,127.8,7,17997,9,4,1,0,0,0
277,1,89.14,9,24211,5,3,5,2,1,1
1,0,60.0,2,33219,28,3,1,2,0,0
164,0,100.0,10,24213,2,3,2,0,0,0
39,0,101.5,8,17993,14,3,2,0,1,1
128,2,96.05,7,24044,8,4,3,2,3,1
58,0,79.2,12,16759,12,4,0,1,3,0
151,0,71.0,1,33658,19,3,2,0,0,1
276,0,116.33,9,21354,22,3,3,0,0,0
0,0,114.0,9,33898,9,2,1,0,0,1
72,0,75.82,6,5531,26,4,2,2,0,1
213,0,130.0,6,9862,7,3,3,0,0,0
107,1,95.2,4,9292,15,4,2,2,0,1
24,1,108.0,9,22485,12,4,0,1,0,1
206,1,109.66,8,22779,13,4,5,2,0,0
80,2,137.7,4,12899,11,4,2,1,0,1
171,1,106.13,7,23905,20,4,5,2,0,0
112,1,120.0,6,5608,2,3,3,0,0,1
322,0,52.0,12,11552,9,3,2,0,0,1
44,0,94.8,11,34245,2,4,4,0,0,1
0,0,98.0,8,8093,8,4,1,2,0,1
113,1,108.0,10,15157,13,4,1,0,3,1
3,1,67.22,2,33504,11,4,1,0,0,1
247,1,115.0,6,21262,6,3,1,1,1,0
6,2,106.0,2,3804,12,4,2,1,0,1
151,0,136.12,8,22870,4,4,5,2,0,0
245,0,110.0,7,33293,6,3,4,2,0,0
99,2,79.5,2,29409,14,4,2,2,0,1
63,0,56.0,9,20133,4,3,2,0,1,1
1,0,91.2,9,22262,8,3,1,0,0,1
2,0,112.2,9,13268,30,3,1,0,1,1
76,1,90.95,4,23229,10,4,2,2,0,1
17,0,79.0,2,29977,20,4,1,2,0,1
15,1,86.0,1,32687,21,4,1,0,3,1
25,0,152.0,12,10489,25,4,0,2,1,0
56,2,115.09,4,25428,24,4,3,2,0,1
157,0,75.27,8,25815,21,4,3,2,0,0
71,0,120.0,6,7694,14,3,3,0,0,1
1,0,0.0,8,8955,26,1,1,0,0,1
39,0,117.9,7,24655,2,4,1,2,0,0
168,0,205.0,11,27153,25,4,2,2,0,0
27,1,98.0,2,24645,1,4,0,1,0,1
166,1,100.3,6,15025,19,4,2,2,0,0
152,3,134.3,7,26741,10,4,2,2,0,1
55,0,104.0,4,23917,6,3,1,0,1,1
13,1,124.52,11,2340,3,4,8,4,0,1
89,2,96.0,12,2913,10,4,1,1,0,1
265,1,115.0,6,33643,24,3,2,0,1,0
117,2,150.45,5,28521,22,4,2,2,0,1
197,0,128.7,10,25175,29,4,1,2,0,0
91,1,95.0,9,6227,26,3,3,1,0,1
192,0,95.0,6,14841,24,3,2,0,0,1
315,0,160.0,9,9394,30,3,2,1,1,0
17,1,165.0,8,7207,24,4,3,0,0,1
211,0,68.69,5,34960,31,4,3,0,3,0
27,1,139.0,7,2477,11,4,1,1,3,1
191,0,71.1,11,22328,25,4,1,0,3,0
33,2,161.1,7,21731,17,4,3,2,0,1
141,2,128.85,6,20942,15,4,4,0,0,1
30,0,87.27,11,28418,11,4,2,1,3,1
196,0,80.75,5,7904,12,3,3,1,0,1
64,0,94.5,7,33273,24,4,2,2,3,0
11,0,90.0,6,11964,14,2,3,0,0,1
8,0,184.0,9,27247,17,4,1,0,0,1
94,0,58.0,3,35463,12,3,2,2,0,1
0,0,79.0,2,34290,10,4,1,0,3,1
56,1,60.0,2,24016,8,3,4,1,0,1
6,0,0.0,12,7039,10,4,2,0,1,1
4,2,134.17,8,6437,17,4,5,1,0,0
67,1,142.2,7,6021,20,4,2,0,0,0
32,0,73.0,11,1126,20,3,2,0,0,1
38,0,90.2,3,31342,23,4,2,0,3,1
143,0,94.5,8,7308,20,4,1,0,3,1
166,1,114.3,8,18315,7,4,1,2,0,0
150,2,76.5,7,23018,9,4,1,0,0,0
3,1,155.0,5,12091,28,4,1,0,0,1
10,0,146.0,7,19069,11,3,3,1,0,1
418,0,75.0,9,27501,26,3,2,1,0,0
133,0,82.45,8,7128,19,4,2,1,0,0
82,0,124.6,7,1669,24,4,1,2,0,0
1,1,67.0,3,35521,9,2,1,0,0,1
191,0,114.3,11,23359,25,4,1,0,0,0
86,0,65.0,6,8176,26,2,0,1,0,1
102,0,80.0,10,938,16,4,2,0,1,0
0,0,89.89,12,5624,10,4,2,2,0,1
88,0,76.5,4,33355,7,4,2,0,3,0
115,0,76.0,2,31871,27,3,2,2,0,1
73,0,90.9,4,14628,7,4,2,0,0,0
64,2,111.6,12,20282,26,4,2,1,0,1
124,0,94.5,8,10334,8,3,1,2,1,0
5,0,65.0,11,34045,18,2,2,0,0,1
304,0,89.0,11,7919,3,3,3,0,0,0
219,0,76.67,9,10155,4,3,2,1,0,1
109,1,174.6,10,22540,28,4,2,1,1,0
45,0,60.0,1,19696,16,3,1,2,0,1
31,0,78.3,1,16863,16,4,1,0,0,0
0,2,81.0,8,1596,6,4,1,0,3,1
209,0,133.2,8,19160,19,4,2,0,0,0
36,1,107.1,10,24148,16,4,0,1,0,0
99,0,81.0,2,31942,19,2,1,0,0,1
179,1,90.95,7,10985,17,4,2,2,0,1
6,0,148.39,12,26761,18,4,1,2,0,1
124,0,94.5,8,10679,8,3,1,2,1,0
12,0,149.0,9,8473,25,4,0,2,0,0
15,0,182.14,10,25666,1,4,1,2,0,1
2,1,0.0,5,26290,29,4,0,0,3,1
322,0,80.0,5,10379,19,3,3,1,0,0
93,1,126.9,6,17692,20,4,1,1,0,1
214,1,90.95,8,11805,7,4,3,2,0,1
0,0,143.0,9,29506,4,4,1,0,0,1
2,1,80.0,8,9649,9,4,5,3,0,1
120,0,146.53,9,22099,28,3,3,0,0,1
74,3,89.25,9,16259,15,4,2,0,0,1
26,1,134.0,10,18170,2,4,0,2,3,1
85,2,151.2,10,11901,7,4,2,0,0,1
221,0,65.0,10,7820,10,3,1,2,0,1
207,0,95.0,12,36081,30,3,2,1,0,1
15,1,109.55,8,32865,17,4,1,0,0,1
78,1,87.3,4,29960,2,4,1,1,0,1
219,0,108.0,9,26507,4,3,1,0,1,0
2,0,66.88,5,25224,15,3,2,2,0,1
39,1,121.8,3,9415,23,4,3,0,0,0
53,2,89.4,5,27520,18,4,1,0,3,1
11,0,93.8,2,883,12,3,2,1,0,1
188,0,130.0,6,34267,15,3,2,0,0,0
33,0,71.53,1,16927,31,4,5,2,0,1
86,0,100.0,9,8798,9,2,2,0,0,1
61,1,80.75,10,11741,24,4,1,0,0,1
26,0,133.8,4,4919,18,3,4,1,1,1
64,1,149.4,9,15619,16,4,2,0,0,1
106,0,94.5,7,19051,25,4,1,1,3,0
97,0,78.3,3,8933,12,4,1,1,0,0
39,0,100.62,8,35495,28,4,3,2,3,1
49,0,93.15,7,18361,11,4,0,1,3,0
22,2,115.0,10,10795,6,4,4,0,0,1
140,0,96.3,7,28266,1,4,2,0,0,0
3,2,168.0,8,16206,13,4,1,0,3,1
5,0,65.0,5,14269,10,2,1,0,0,1
0,1,145.0,9,10336,21,4,3,1,0,1
99,1,107.95,4,15136,27,4,4,2,0,1
21,0,87.0,2,20841,23,3,5,0,0,1
61,1,72.24,10,24595,26,3,1,1,0,1
60,1,87.3,3,2160,3,4,3,0,0,0
22,1,81.0,2,990,19,4,2,0,3,1
10,0,89.59,12,31254,3,4,3,2,0,1
115,2,68.0,7,22830,10,4,3,2,0,0
3,0,121.0,5,35610,12,4,3,2,3,1
62,0,139.05,3,21818,11,4,2,1,0,0
36,1,87.89,6,34646,19,4,2,2,0,1
15,0,128.84,5,34077,30,4,5,2,0,0
39,1,88.0,1,21990,10,3,1,2,0,1
116,0,145.41,8,13700,5,4,5,2,0,0
10,1,90.0,8,1137,18,4,5,0,0,1
305,2,79.5,12,12974,29,4,3,0,3,0
166,0,110.0,11,11596,1,3,3,0,0,0
143,0,90.0,8,510,25,3,3,0,0,1
76,0,145.8,11,10129,6,4,2,2,0,0
71,0,72.25,7,31017,24,3,1,2,0,1
196,1,66.53,7,24809,26,4,5,2,0,1
254,0,90.95,10,9243,25,4,5,0,0,0
1,1,106.0,1,839,4,4,0,1,0,1
213,0,130.0,6,14932,7,3,3,0,0,0
181,0,120.0,10,31652,11,3,2,0,0,0
38,1,119.0,12,33602,27,4,3,2,0,1
82,1,103.7,4,3957,14,4,3,1,0,0
185,0,96.3,8,4839,30,4,1,0,0,0
67,0,57.0,1,4889,29,3,2,0,0,1
134,0,124.2,11,6905,13,4,1,2,1,0
79,0,75.0,11,17146,13,3,2,0,0,1
2,0,100.0,9,21446,11,2,2,0,0,1
154,1,72.25,6,18013,29,3,4,1,0,1
2,1,65.0,3,21224,30,2,3,0,0,1
219,1,102.85,10,14253,3,4,3,1,0,0
105,0,75.0,4,23378,6,3,1,0,0,0
276,0,95.67,9,1142,22,3,3,0,0,1
81,3,110.8,12,6189,30,4,4,0,0,1
81,1,111.78,4,12203,24,4,2,2,1,1
97,1,64.98,3,25641,24,4,3,1,0,1
103,0,115.0,4,11920,19,3,2,0,0,0
160,0,90.0,4,28733,27,3,4,2,0,0
36,2,125.1,3,31239,23,4,4,2,0,0
65,2,97.33,10,21845,28,4,2,0,0,1
122,2,97.0,6,5156,30,3,3,0,0,1
25,1,80.85,10,18185,4,4,1,2,0,1
148,0,96.9,8,21140,21,3,1,2,0,0
127,0,86.36,8,11295,8,3,5,2,0,1
213,2,102.85,10,31441,1,4,2,2,0,0
110,3,168.1,7,4349,30,4,1,2,0,1
145,1,116.45,7,31882,30,4,2,2,0,1
32,0,73.0,11,26234,20,3,2,0,0,1
9,2,95.0,9,530,10,4,1,0,0,1
4,0,65.0,3,32555,21,2,0,1,0,1
286,0,91.0,9,24773,16,3,2,0,1,1
42,2,78.3,11,9827,23,4,3,0,0,1
102,0,109.0,10,1919,16,3,2,0,1,1
80,0,75.0,4,10945,24,3,1,2,0,1
110,0,93.3,4,12824,9,4,1,2,0,1
327,0,76.0,9,31488,9,3,4,2,1,1
100,1,140.0,9,29496,28,3,4,0,1,1
292,0,115.0,7,22156,21,3,2,0,1,0
53,2,79.2,12,10032,16,4,1,0,3,1
221,1,96.0,8,16628,12,3,1,0,1,1
336,0,78.0,9,1949,21,3,4,1,0,1
160,1,76.5,8,35410,5,4,2,0,0,1
305,0,89.0,11,16756,4,3,2,1,0,0
0,0,95.0,6,26774,20,0,3,1,0,0
180,0,120.0,10,5055,10,4,2,1,0,0
7,0,169.17,3,11366,7,4,5,1,1,0
128,2,162.0,9,10604,6,4,4,0,0,1
1,2,120.0,10,2365,13,4,1,0,3,1
172,1,99.9,11,11429,12,4,1,0,0,1
124,1,46.67,3,12314,15,3,5,1,0,1
228,1,102.85,10,21175,5,4,4,0,0,0
103,0,151.2,10,10571,9,4,0,1,0,0
24,0,89.25,6,11698,13,4,1,1,0,1
166,0,99.45,8,15231,1,4,5,2,0,0
133,0,75.0,3,29110,11,3,2,1,0,0
47,0,99.9,4,21984,12,4,1,0,0,0
183,2,80.1,10,17623,29,4,1,2,3,0
172,1,100.3,6,22725,4,4,2,2,0,0
2,1,149.0,10,29792,15,4,1,0,3,1
5,1,110.0,5,847,24,2,2,0,0,1
90,2,124.5,7,2377,19,4,3,0,0,1
41,1,105.3,4,15141,11,4,3,1,0,1
7,1,143.0,8,14551,26,4,2,2,0,1
9,1,108.0,7,1903,20,4,1,0,3,1
265,0,90.0,6,22597,24,3,2,0,1,1
131,1,105.74,6,23063,17,4,3,2,0,1
320,1,115.0,8,16348,18,3,2,0,1,0
56,2,123.98,9,17830,5,4,3,1,0,1
60,1,93.6,11,23425,14,4,1,1,0,1
27,0,108.0,9,32892,30,3,2,0,0,1
14,1,114.0,9,17567,15,4,3,0,0,1
27,0,182.33,7,12294,25,4,3,1,0,0
74,0,109.0,9,28603,18,3,2,0,1,1
99,0,85.5,3,3060,24,4,3,0,3,1
0,1,95.67,11,20243,20,2,5,2,0,1
208,1,72.25,11,7979,28,4,1,2,0,0
4,0,90.0,5,29600,20,2,1,0,0,0
7,0,106.0,7,16672,6,2,2,0,0,1
55,0,159.3,6,15531,2,4,2,0,0,0
4,1,65.0,2,33244,16,2,3,0,0,1
114,0,72.25,8,582,22,3,3,1,0,1
151,1,63.75,7,21071,11,3,1,1,3,0
104,2,138.6,9,19654,2,4,2,1,0,1
243,0,80.75,9,34883,27,3,6,2,0,1
7,2,56.0,5,7035,21,3,1,1,1,1
13,0,110.0,6,24186,7,2,2,0,0,1
45,2,107.1,10,20263,20,4,1,0,0,1
30,1,105.75,9,33603,12,4,4,2,0,1
27,1,142.0,12,2180,6,4,3,0,1,1
42,0,75.0,11,32051,7,3,3,1,0,1
13,0,95.0,4,10327,19,0,4,0,0,1
290,0,73.95,12,7623,1,4,3,1,0,0
107,0,117.28,11,21101,6,4,2,2,0,1
56,1,98.4,12,16945,27,4,3,0,3,1
125,4,110.7,10,21094,9,4,2,2,0,1
124,0,94.5,8,19819,8,3,1,2,1,1
238,0,55.08,11,26800,13,3,0,2,0,0
102,0,109.0,10,27654,16,3,2,0,1,1
24,0,107.0,9,19154,19,3,2,1,0,1
4,1,0.0,2,24450,27,1,0,0,0,1
125,1,79.2,11,19548,16,4,2,0,3,1
23,0,93.94,9,6201,5,4,0,1,0,0
14,1,147.9,2,27176,21,4,2,2,0,1
31,2,135.9,9,27871,8,4,2,0,0,1
126,2,136.8,12,11886,24,4,1,0,1,0
320,1,115.0,8,16065,18,3,2,0,1,0
51,2,132.6,5,27050,10,4,5,1,0,1
2,0,70.0,2,28638,17,3,4,1,0,1
315,0,160.0,9,33883,30,3,2,1,1,0
115,0,131.4,8,12511,26,4,2,2,0,0
68,1,75.65,4,761,1,4,2,2,3,0
172,0,95.0,6,13584,24,3,2,0,0,0
1,0,107.0,4,30006,19,3,2,0,0,1
3,3,129.0,9,16569,2,4,1,0,3,1
302,0,100.0,9,35139,16,3,2,1,0,0
39,0,101.5,8,18740,14,3,2,0,1,1
2,0,167.0,5,20446,6,4,1,0,0,1
4,0,98.1,9,10857,26,3,1,1,0,0
38,1,76.5,3,30916,11,4,2,1,0,0
176,0,125.1,9,11030,8,3,3,0,0,0
68,0,60.0,11,1415,28,3,1,2,0,1
76,0,102.68,9,17198,18,3,0,2,0,0
48,1,76.5,3,23801,17,4,1,0,0,0
1,0,140.0,10,16236,31,4,0,1,3,1
172,0,109.8,8,15924,25,4,3,0,0,0
11,2,65.0,11,30845,4,2,2,0,0,1
223,0,73.96,9,30904,30,4,3,2,3,0
0,0,96.0,8,34325,9,4,0,2,3,1
296,0,96.0,9,25858,21,3,4,0,1,1
74,0,102.68,9,7614,18,3,0,2,0,1
26,0,120.0,6,33463,8,3,1,0,0,1
116,1,96.05,9,29740,18,4,2,1,1,0
58,2,108.0,10,4327,19,4,1,0,3,1
204,0,90.0,5,15021,5,3,3,0,0,0
25,0,56.98,2,8776,16,4,2,0,3,0
122,1,66.53,4,25732,25,4,5,1,0,1
7,1,103.0,3,33652,7,4,1,1,0,1
5,0,0.0,10,7670,21,4,1,0,0,1
6,0,65.0,5,21183,23,2,1,1,0,1
25,0,78.3,1,31155,29,4,2,0,0,0
55,0,104.0,4,23506,6,3,1,0,1,1
10,0,129.0,10,31196,14,3,2,1,0,1
